"","Time","Location","Type.of.bomb","Damage.or.other","lat","lon","district"
"808",1940-09-07 23:35:00,"Prior Street Greenwich, SE10, London, UK","EB","South Met Gas Company: 40x30 carriageway. Gas destroyed",51.476305,-0.010948,"Greenwich"
"809",1940-09-07 23:35:00,"Vauxhall Walk, Lambeth, Se11, London, UK","IB","IB burned out in street",51.4894636,-0.116024123030614,"Lambeth"
"810",1940-09-07 23:36:00,"99-101 Cambridge heath Road, Bethnal Green, E2, London, UK","IB","B. and R. Goldfarb, Ltd. Wholesale tobacconists. 60x40 four floor building, used as showrooms offices and stores,. Two top floors and contnts damaged",51.5272799,-0.0555016,"Tower Hamlets"
"811",1940-09-07 23:38:00,"94 Royal Hill, Greenwich SE10, London, UK","EB","Grocer, shop and house of 8 rooms",51.4758149,-0.0105067,"Greenwich"
"812",1940-09-07 23:38:00,"96 Royal Hill, Greenwich SE10, London, UK","EB","Baker, shop and house of 6 rooms",51.4784008,-0.0105696,"Greenwich"
"813",1940-09-07 23:38:00,"98 Royal Hill, Greenwich SE10, London, UK","EB","Greengrocer shop and house of 6 rooms damaged",51.4784008,-0.0105696,"Greenwich"
"814",1940-09-07 23:39:00,"Polygon Road, NW1, London, UK","IB","Back room on ground floor and contents damaged, 2x1  of roof damaged.",51.513263,-0.089878,"City of London"
"815",1940-09-07 23:39:00,"New Kent Road, Se1 and Trocadero Cinema , London, UK","EB","6x4 roadway and paving damaged. Cinema window broken",51.494312,-0.095604,"Southwark"
"816",1940-09-07 23:41:00,"Steedman  Street, Se17, London, UK","IB","Coal Merchants. Timber shed building 30x20 used as storeand contents damaged",51.49171,-0.098921,"Southwark"
"817",1940-09-07 23:41:00,"117 Walworth Road, Se17, London, UK","IB","2x1 roof damage",51.4918067,-0.0981441,"Southwark"
"818",1940-09-07 23:43:00,"50, Rushey Gren, Catford, Se6, London, UK",NA,"Falling Shrapnel",51.444491,-0.020091,"Lewisham"
"819",1940-09-07 23:45:00,"Westferry Road, Docklands, London E14, London, UK","COB","Preserving manufacturers- building of two floors, 10 x 40 ft, used as workshops and stores. Top floor and contents damaged.",51.503813,-0.025677,"Tower Hamlets"
"820",1940-09-07 23:45:00,"Thorpes Wharf, Brewhouse Lane, Stopney E1, London, UK","EB","Building of 7 floors and basement about 150 x 100 ft (used as office and ) about 1/3 of building and contents severely damaged.",51.5044988,-0.0575311,"Tower Hamlets"
"821",1940-09-07 23:45:00,"Pier Road, North Woolwich, E16, London, UK","IB","M. B Foster and Sons. Bottlers. 40x30 of deck planking damaged. Cutting away on quay side.",51.4984784,0.0597035,"Newham"
"822",1940-09-07 23:46:00,"2 Athol Street, Poplar E14, London, UK","EB","4 private houses of 6 rooms severely damaged, Collapsed. 35 buildings damaged by explosion, 1 male severly injured, (since dead)",51.513263,-0.089878,"City of London"
"823",1940-09-07 23:46:00,"24-48 Dee Street, Poplar E14. 2-22., London, UK","EB","London Country Council. 18 Private houses of 6 rooms and contnts, garages damaged. One van, one car, a staff car all destoryed. 24 inch gas main, 4 inch service pipe, 80x60 roadway damaged. 76 buildings damaged. Firemen, Strutton and Westwood, severely injured, since dead. 2 males and 1 female air raid warden severely injured, since dead.",51.5136478,-0.0072569,"Tower Hamlets"
"824",1940-09-07 23:46:00,"Culloden Street School, Poplar, E14. , London, UK","EB","London Country Council. 18 Private houses of 6 rooms and contnts, garages damaged. One van, one car, a staff car all destoryed. 24 inch gas main, 4 inch service pipe, 80x60 roadway damaged. 76 buildings damaged. Firemen, Strutton and Westwood, severely injured, since dead. 2 males and 1 female air raid warden severely injured, since dead.",51.513779,-0.007853,"Tower Hamlets"
"825",1940-09-07 23:46:00,"50 -68 and 41-71 Aberfeldy Street Poplar, E14., London, UK","EB","London Country Council. 18 Private houses of 6 rooms and contnts, garages damaged. One van, one car, a staff car all destoryed. 24 inch gas main, 4 inch service pipe, 80x60 roadway damaged. 76 buildings damaged. Firemen, Strutton and Westwood, severely injured, since dead. 2 males and 1 female air raid warden severely injured, since dead.",51.514062,-0.005828,"Tower Hamlets"
"826",1940-09-07 23:46:00,"2-36 and 1-37 Ettrick Street Poplar, E14, London, UK","EB","London Country Council. 18 Private houses of 6 rooms and contnts, garages damaged. One van, one car, a staff car all destoryed. 24 inch gas main, 4 inch service pipe, 80x60 roadway damaged. 76 buildings damaged. Firemen, Strutton and Westwood, severely injured, since dead. 2 males and 1 female air raid warden severely injured, since dead.",51.514027,-0.006604,"Tower Hamlets"
"827",1940-09-07 23:48:00,"139 Walworth Road Se17, London, UK","IB","Shop and house of 8 rooms damaged",51.4910507,-0.0974576,"Southwark"
"828",1940-09-07 23:48:00,"30 Kenton Road, Hackney E9, London, UK","EB","Alarm Caused by unexploded bomb in private house",51.544343,-0.045388,"Hackney"
"829",1940-09-07 23:52:00,"Mare Street, Hackney, E9, London, UK","EB","4 shops and 10 house severely damage. And 50 houses damaged by the explosion",51.5460626,-0.0550973,"Hackney"
"830",1940-09-07 23:52:00,"186, 188, 190 and 192. 233-251, 201-231 and 253-257., London, UK","EB","4 shops and 10 house severely damage. And 50 houses damaged by the explosion",51.400646,-0.166591,"Merton"
"831",1940-09-07 23:52:00,"9 Lyme Grove, Hackney , e9, London, UK","EB","Roadway and 1 private houses damaged",51.5431563,-0.0526020625058958,"Hackney"
"832",1940-09-07 23:52:00,"12. St. Thomas Square E9, London, UK","EB","Roadway and 1 private houses severely damaged, and 20 houses damaged",51.513263,-0.089878,"City of London"
"833",1940-09-07 23:52:00,"London Lane, Hackney, London E8, London, UK","EB","Roadway and 10 houses damaged",51.541974,-0.0564637,"Hackney"
"834",1940-09-07 23:54:00,"Tillostson Street, Dean Cross Street, Stepney, E1, London, UK","EB.and.IB","Minor fire damage in these areas.",51.513263,-0.089878,"City of London"
"835",1940-09-07 23:55:00,"41-47 Abernethy Road, Lee SE12, London, UK","EB","four houses, each with 6 rooms severely damaged",51.457873,0.001197,"Lewisham"
"836",1940-09-07 23:56:00,"17, 17a, 17b, Doris Street, SE11, London, UK","EB","Buildings damaged",51.518409,-0.1415327,"Westminster"
"837",1940-09-07 23:58:00,"Eckington Gardens, Newcross SE14, London, UK","IB","6x6 of pavement damage, (Deptford Borough Council)",51.438015,-0.048947,"Lewisham"
"838",1940-09-07 23:58:00,"72-74 Ansdell Road, Peckham, SE15, London, UK","EB","2 private houses damaged",51.467947,-0.0542334,"Southwark"
"839",1940-09-07 23:58:00,"Valentine Road, Hackney E9, London, UK","EB","Roadway and 4 private houses severely damaged, and 20 houses damaged",51.544141,-0.0448267,"Hackney"
"840",1940-09-07 23:58:00,"Poole Road, London E9 7AE, London, UK","EB","Roadway and 3 private houses severely damaged, and 24 houses damaged",51.543609,-0.04569,"Hackney"
"841",1940-09-07 23:59:00,"189, Sussex Gardens W2, London, UK","IB","2x1 damage on roof, balck room on 5th floor and contents damaged",51.513263,-0.089878,"City of London"
"842",1940-09-07 23:59:00,"Bale Rd, Tower Hamlets, London E1 4QJ, United Kingdom, London, UK","EB","Two houses each of 6 rooms and contents severely damaged. Many houses in this thoroughfare damaged by explosion",51.5198761,-0.0397796,"Tower Hamlets"
"843",1940-09-07 23:59:00,"Benledi Street, Poplar E14, London, UK",NA,"57 buildings damaged by explosion. 4 persons severely injured, extricated by the Brigade and removed to hospital",51.513263,-0.089878,"City of London"
