original_,original_Location,lat,lon,formatted,housenumber,name,street,postcode,district,county_code,suburb,city,county,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
430,"146 Jeringham Road Newcross, SE14, London, UK",51.4690564,-0.04322270162972553,"146 Jerningham Road, London, SE14 5NL, United Kingdom",146,,Jerningham Road,SE14 5NL,London Borough of Lewisham,,New Cross Gate,London,Greater London,England,ENG,United Kingdom,gb,0.44099999999999995,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
431,"24 Lewisham Way, Lewisham SE, London, UK",51.4752504,-0.0355027,"24 Lewisham Way, London, SE14 6QP, United Kingdom",24,,Lewisham Way,SE14 6QP,Lewisham,,New Cross,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,,,
432,"123 St. Asaph's Rpad, Brokeley, SE4, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
433,"87 Foxberry Road, Brockley, SE4, London, UK",51.4618139,-0.0374211,"87 Foxberry Road, London, SE4, United Kingdom",87,,Foxberry Road,SE4,Lewisham,,Brockley,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,,,
434,"8 Sevenoaks Road Crofton Park, SE4, London, UK",51.45267185,-0.03783721071156571,"8 Sevenoaks Road, London, SE4 1RB, United Kingdom",8,,Sevenoaks Road,SE4 1RB,London Borough of Lewisham,,Honor Oak,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
435,"2-8 Odessa Street, Rotherhithe Street Se16, London, UK",51.4982944,-0.0340238,"Odessa Street, London, SE16 5UH, United Kingdom",,Odessa Street,Odessa Street,SE16 5UH,London Borough of Southwark,,Rotherhithe,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
436,"South Wharf River, Ambulance Service, Rotherhithe Street, SE16, London, UK",51.5068875,-0.0418882,"Rotherhithe Street, London, SE16 5EF, United Kingdom",,Rotherhithe Street,Rotherhithe Street,SE16 5EF,London Borough of Southwark,,Rotherhithe,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
437,"2-119 Elgar Street, Rotherhithe, SE16, London, UK",51.4980133,-0.0351702,"Elgar Street, London, SE16 7QP, United Kingdom",,Elgar Street,Elgar Street,SE16 7QP,London Borough of Southwark,,Rotherhithe,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
438,"591, Commercial Road, Stepney E1, London, UK",51.512813,-0.041619,"591 Commercial Road, London, E14 7JD, United Kingdom",591,,Commercial Road,E14 7JD,Tower Hamlets,,Shadwell,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,,,
439,"91 Shandy Street, Stepney, E1, London, UK",51.5207096,-0.0413102,"91 Shandy Street, London, E1 4SR, United Kingdom",91,,Shandy Street,E1 4SR,Tower Hamlets,,Stepney,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,,,
440,"83 Ernest Street, Stepney, E1, London, UK",51.5212984,-0.0433379,"Ernest Street, London, E1 4QT, United Kingdom",,Ernest Street,Ernest Street,E1 4QT,London Borough of Tower Hamlets,,Stepney,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
441,"61 Ernest Street, Stepney E1, London, UK",51.5212984,-0.0433379,"Ernest Street, London, E1 4QT, United Kingdom",,Ernest Street,Ernest Street,E1 4QT,London Borough of Tower Hamlets,,Stepney,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
442,"15 Shandy Street, E1, London, UK",51.5209527,-0.043112,"15 Shandy Street, London, E1 4SR, United Kingdom",15,,Shandy Street,E1 4SR,London Borough of Tower Hamlets,,Stepney,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
443,"112 Harford Street, Stepney E1, London, UK",51.5199963,-0.0388605,"112 Harford Street, London, E1 4PQ, United Kingdom",112,,Harford Street,E1 4PQ,Tower Hamlets,,Stepney,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,,,
444,"66 Shandy Street, Stepney E1, London, UK",51.5202914,-0.0428014,"66 Shandy Street, London, E1 4SR, United Kingdom",66,,Shandy Street,E1 4SR,London Borough of Tower Hamlets,,Stepney,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
445,"91 Stebondale Street, Cubbitt Town, E14, London, UK",51.4883121,-0.0094641,"Stebondale Street, London, E14 3DQ, United Kingdom",,Stebondale Street,Stebondale Street,E14 3DQ,London Borough of Tower Hamlets,,Isle of Dogs,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
446,"St. John's  Church, Woodman Street, North Woolwich, E16, London, UK",51.5106411,-0.20574426722444833,"St. Johns Church, Ladbroke Grove, London, W11 2PA, United Kingdom",,St. Johns Church,Ladbroke Grove,W11 2PA,Royal Borough of Kensington and Chelsea,,Notting Hill,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
447,"116 Erlanger Road, Newcross, SE14, London, UK",51.469972549999994,-0.04651404476271854,"116 Erlanger Road, London, SE14 5TJ, United Kingdom",116,,Erlanger Road,SE14 5TJ,London Borough of Lewisham,,New Cross Gate,London,Greater London,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
448,"102 Erlanger Road, Newcross, SE14, London, UK",51.470456600000006,-0.04668973335139607,"102 Erlanger Road, London, SE14 5TH, United Kingdom",102,,Erlanger Road,SE14 5TH,London Borough of Lewisham,,New Cross Gate,London,Greater London,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
449,"4 Brandham Road, Lee SE12, London, UK",51.4577601,0.006808108900706619,"4 Lenham Road, London, SE12 8QJ, United Kingdom",4,,Lenham Road,SE12 8QJ,London Borough of Lewisham,,Blackheath,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
450,"2 Brandham Road Lee SE12, London, UK",51.45810085,0.006420809420053055,"2 Lenham Road, London, SE12 8QJ, United Kingdom",2,,Lenham Road,SE12 8QJ,London Borough of Lewisham,,Blackheath,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
451,"1 Brandham Road Lee SE12, London, UK",51.4406824,0.019294767196531795,"1 Farmcote Road, London, SE12 0HZ, United Kingdom",1,,Farmcote Road,SE12 0HZ,London Borough of Lewisham,,Grove Park,London,Greater London,England,ENG,United Kingdom,gb,0,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
452,"Dowanhill Road, Catford, SE6, London, UK",51.4399296,-0.0019629,"Dowanhill Road, London, SE6 1SY, United Kingdom",,Dowanhill Road,Dowanhill Road,SE6 1SY,London Borough of Lewisham,,Catford South,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
453,"Berger Hall Empson Street, Bromley-by-Bow E3, London, UK",51.5221616,-0.0131847,"Empson Street, London, E3 3LY, United Kingdom",,Empson Street,Empson Street,E3 3LY,London Borough of Tower Hamlets,,Poplar,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
454,"31, 33, and 35, Venue St, Poplar E14 , London, UK",51.5111559,0.0056533,"31 City Island Way, London, E14 0LU, United Kingdom",31,,City Island Way,E14 0LU,London Borough of Tower Hamlets,,Blackwall,London,Greater London,England,ENG,United Kingdom,gb,0.5103000000000001,1,0.5103000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
455,"Venue Street, Tower Hamlets, London E14 6QA, London, UK",51.5190167,-0.0120864,"Venue Street, London, E14 6QA, United Kingdom",,Venue Street,Venue Street,E14 6QA,London Borough of Tower Hamlets,,Poplar,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
456,"7 Birkhall Road, Catford SE6, London, UK",51.4379034,-0.0040598,"Birkhall Road, London, SE6 1TF, United Kingdom",,Birkhall Road,Birkhall Road,SE6 1TF,London Borough of Lewisham,,Catford South,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
457,"403-405 East India Dock Road, Poplar E14, London, UK",51.5115541,-0.0255516,"East India Dock Road, London, E14 8FN, United Kingdom",,East India Dock Road,East India Dock Road,E14 8FN,London Borough of Tower Hamlets,,Limehouse,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
458,"Shandy Street, E.1, London, UK",51.5206535,-0.0415938,"Shandy Street, London, E1 4SR, United Kingdom",,Shandy Street,Shandy Street,E1 4SR,London Borough of Tower Hamlets,,Stepney,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
459,"Blackheath SE10, London, UK",53.22592315,-2.28429145,"10 Salters Lane, Lower Withington, SK11 9DZ, United Kingdom",10,,Salters Lane,SK11 9DZ,Lower Withington,CHE,Lower Withington,Lower Withington,Cheshire East,England,ENG,United Kingdom,gb,0.567,0.567,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
460,"Blackheath Hill, Blackheath Se10, London, UK",51.472443,-0.005769,"Blackheath Hill, London, S E10, United Kingdom",,,Blackheath Hill,S E10,Lewisham,,Blackheath,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
461,"7 Braywood Road, Eltham SE9, London, UK",51.4581191,0.0828413,"Braywood Road, London, SE9 2RL, United Kingdom",,Braywood Road,Braywood Road,SE9 2RL,London Borough of Bexley,,Falconwood,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
462,"Mile End RD E, London, UK",51.5230646,-0.0400236,"Mile End Road, London, E1 4FQ, United Kingdom",,Mile End Road,Mile End Road,E1 4FQ,London Borough of Tower Hamlets,,Mile End,London,Greater London,England,ENG,United Kingdom,gb,0.2571428571428572,0.567,0.5103,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
463,"Narrow Street, Stepney E1, London, UK",51.5096479,-0.0368642,"Narrow Street, London, E14 8DD, United Kingdom",,Narrow Street,Narrow Street,E14 8DD,London Borough of Tower Hamlets,,Limehouse,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
464,"Ormside Street, Camberwell, SE15, London, UK",51.483124,-0.055626,"Ormside Street, London, S E15, United Kingdom",,,Ormside Street,S E15,Southwark,,South Bermondsey,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
465,"65 Drakefell Road, Brokeley, SE4, London, UK",51.4660362,-0.0424949,"Drakefell Road, London, SE14 5SR, United Kingdom",,Drakefell Road,Drakefell Road,SE14 5SR,London Borough of Lewisham,,New Cross Gate,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
466,"Sheridan Street Stepney E1, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,,,,https://www.whosonfirst.org/docs/licenses/
467,"150 Erlanger Road, Newcross, SE14, London, UK",51.46918505,-0.04617936559196603,"150 Erlanger Road, London, SE14 5TJ, United Kingdom",150,,Erlanger Road,SE14 5TJ,London Borough of Lewisham,,New Cross Gate,London,Greater London,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
468,"Shadwell Lane, Stepney E1, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,,,,https://www.whosonfirst.org/docs/licenses/
469,"63 Cressingham Road, Lewisham, SE13, London, UK",51.4646538,-0.0075087,"63 Cressingham Road, London, S E13, United Kingdom",63,,Cressingham Road,S E13,Lewisham,,Lewisham,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,,,
470,"64 Wickham Road, Brockley, SE4, London, UK",51.46447595,-0.03216790819373637,"64 Wickham Road, London, SE4 1LT, United Kingdom",64,,Wickham Road,SE4 1LT,London Borough of Lewisham,,Brockley,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
471,"24 Oldfield Road, Rotherhithe, SE16, London, UK",51.5588248,-0.0793147,"Oldfield Road, London, N16 0RR, United Kingdom",,Oldfield Road,Oldfield Road,N16 0RR,London Borough of Hackney,,Stoke Newington,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
472,"13 Pedro St, Clapton E5, London, UK",51.5565748,-0.0407486,"Pedro Street, London, E5 0AT, United Kingdom",,Pedro Street,Pedro Street,E5 0AT,London Borough of Hackney,,Homerton,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
473,"St Leonard's Avenue, Poplar E14, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.315,0.63,,,,https://www.whosonfirst.org/docs/licenses/
474,"Millwall Recreation Ground, E14, London, UK",,,,,,,,,,,,,,,,,,,,,,
475,"Globe Rope Works, East Ferry Road, , Millwall E14, London, UK",51.4944229,-0.0143504,"East Ferry Road, London, E14 9GL, United Kingdom",,East Ferry Road,East Ferry Road,E14 9GL,London Borough of Tower Hamlets,,Isle of Dogs,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
476,"A Yard Millwall Docks, E14, London, UK",51.5869681,-0.04155252774644958,"Blackhorse A, Forest Road, London, E17 6JJ, United Kingdom",,Blackhorse A,Forest Road,E17 6JJ,London Borough of Waltham Forest,,Higham Hill,London,Greater London,England,ENG,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
477,"Cantrell Road, E3, London, UK",51.52085115,-0.02765477615619036,"Cantrell Road, London, E3, United Kingdom",,Cantrell Road,Cantrell Road,E3,London Borough of Tower Hamlets,,Mile End,London,Greater London,England,ENG,United Kingdom,gb,0.9,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
478,"Yeoman Street, Deptford SE8, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.28865454545454544,0.3969,,,,https://www.whosonfirst.org/docs/licenses/
479,"31 Preston Street, Bethnal Green, E2, London, UK",51.526864,-0.058509,"Bethnal Green, London, ENG, United Kingdom",,Bethnal Green,,,Tower Hamlets,,Bethnal Green,London,Greater London,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
480,"Vesey Street, Poplar E14, London, UK",51.5120509,-0.0144113,"Vesey Path, London, E14 6BT, United Kingdom",,Vesey Path,Vesey Path,E14 6BT,London Borough of Tower Hamlets,,Poplar,London,Greater London,England,ENG,United Kingdom,gb,0.222264,0.7,0.27782999999999997,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
481,"Brunswick Square, WC1, London, UK",51.5239066,-0.1224916,"Brunswick Square, London, WC1N 1LZ, United Kingdom",,Brunswick Square,Brunswick Square,WC1N 1LZ,London Borough of Camden,,King's Cross,London,Greater London,England,ENG,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
482,"Brunswick Square, WC1, London, UK",51.5239066,-0.1224916,"Brunswick Square, London, WC1N 1LZ, United Kingdom",,Brunswick Square,Brunswick Square,WC1N 1LZ,London Borough of Camden,,King's Cross,London,Greater London,England,ENG,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
483,"Tamar Street, Charlton, SE7, London, UK",51.4923624,0.0452724,"Tamar Street, London, SE7 8DN, United Kingdom",,Tamar Street,Tamar Street,SE7 8DN,Royal Borough of Greenwich,,Charlton Riverside,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
484,"Holbeach Road Catford, SE6, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.260465625,0.3969,,,,https://www.whosonfirst.org/docs/licenses/
485,"Catford Greyhound Staium, Catford SE6, London, UK",,,,,,,,,,,,,,,,,,,,,,
486,"Mountsfeild park, Catford SE6, London, UK",51.448703,-0.029789,"Ravensbourne Park, London, SE6 4RW, United Kingdom",,,Ravensbourne Park,SE6 4RW,Lewisham,,Catford,London,Greater London,England,ENG,United Kingdom,gb,0,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
487,"7, King John Street, Poplar, Greater London, E1 3, London, UK",51.5175447,-0.0438432,"King John Street, London, E1 3NU, United Kingdom",,King John Street,King John Street,E1 3NU,London Borough of Tower Hamlets,,Stepney,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
488,"276 Newcros Road, Newcross SE14, London, UK",51.4901146,-0.0425724,"Food Mart, 276 Lower Road, London, SE8 5DJ, United Kingdom",276,Food Mart,Lower Road,SE8 5DJ,London Borough of Southwark,,Rotherhithe,London,Greater London,England,ENG,United Kingdom,gb,0,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
489,"131, St Leonards Street, Leonards RD, Poplar, E14, London, UK",51.396069,-0.309199,"St Leonard's Road, London, United Kingdom",,,St Leonard's Road,,Kingston upon Thames,,Seething Wells,London,Greater London,England,ENG,United Kingdom,gb,0.45,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
490,"Deptford Church Street, SE8, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.5151515151515151,1,,,,https://www.whosonfirst.org/docs/licenses/
491,"Emmott Street E1, London, UK",51.513263,-0.089878,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,,,,https://www.whosonfirst.org/docs/licenses/
492,"Molassine Wharf, Greenwich, SE, London, UK",51.509648,-0.099076,"London, London Ceremonial County, ENG, United Kingdom",,,,,,,,London,Greater London Ceremonial County,England,ENG,United Kingdom,gb,0.6,1,,,,https://www.whosonfirst.org/docs/licenses/
493,"Molassine Wharf, Greenwich, SE, London, UK",51.509648,-0.099076,"London, London Ceremonial County, ENG, United Kingdom",,,,,,,,London,Greater London Ceremonial County,England,ENG,United Kingdom,gb,0.6,1,,,,https://www.whosonfirst.org/docs/licenses/
494,"A Yard Millwall Docks, E14, London, UK",51.5869681,-0.04155252774644958,"Blackhorse A, Forest Road, London, E17 6JJ, United Kingdom",,Blackhorse A,Forest Road,E17 6JJ,London Borough of Waltham Forest,,Higham Hill,London,Greater London,England,ENG,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
495,"Newcross Gate Railway Station, Newcross, SE14, London, UK",51.438015,-0.048947,"South Road, London, S E14, United Kingdom",,,South Road,S E14,Lewisham,,Forest Hill,London,Greater London,England,ENG,United Kingdom,gb,0.405,1,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
496,"1-6 Old Field Road, Rotherine, Se16, London, UK",,,,,,,,,,,,,,,,,,,,,,
497,"103 Skidmore Street, Stepney E1, London, UK",51.516152,-0.046262,"Stepney, London, ENG, United Kingdom",,Stepney,,,Tower Hamlets,,Stepney,London,Greater London,England,ENG,United Kingdom,gb,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
498,"30 East Ferry Road, Cubitt Town, E14, London, UK",51.4986137,-0.010701,"30 East Ferry Road, London, E14 3NY, United Kingdom",30,,East Ferry Road,E14 3NY,Tower Hamlets,,Millwall,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,,,
499,"Grace Street, Bromley, E3, London, UK",51.5262895,-0.0135086,"Grace Street, London, E3 3DJ, United Kingdom",,Grace Street,Grace Street,E3 3DJ,London Borough of Tower Hamlets,,Bow,London,Greater London,England,ENG,United Kingdom,gb,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
500,"14 Talwin Street, Bromley E3, London, UK",51.5255908,-0.0126333,"Talwin Street, London, E3 3EB, United Kingdom",,Talwin Street,Talwin Street,E3 3EB,London Borough of Tower Hamlets,,Bow,London,Greater London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
